# locale(s)	input	(output)
# entities to leave unedited
en-AU	labour party	labor party
en-GB,en-AU,en-IE,en-NZ	molder	moulder
en-GB,en-AU,en-IE,en-NZ	moldered	mouldered
en-GB,en-AU,en-IE,en-NZ	moldering	mouldering
en-GB,en-AU,en-IE,en-NZ	molders	moulders
en-GB,en-AU,en-IE,en-NZ	moldier	mouldier
en-GB,en-AU,en-IE,en-NZ	moldiest	mouldiest
en-GB,en-AU,en-IE,en-NZ	molding	moulding
en-GB,en-AU,en-IE,en-NZ	moldings	mouldings
en-GB,en-AU,en-IE,en-NZ	molds	moulds
en-GB,en-AU,en-IE,en-NZ	moldy	mouldy
en-GB,en-AU,en-IE,en-NZ	molt	moult
en-GB,en-AU,en-IE,en-NZ	molted	moulted
en-GB,en-AU,en-IE,en-NZ	molting	moulting
en-GB,en-AU,en-IE,en-NZ	molts	moults
en-GB,en-AU,en-IE,en-NZ	monolog	monologue
en-GB,en-AU,en-IE,en-NZ	monologs	monologues
en-GB,en-AU,en-IE,en-NZ	monopolization	monopolisation
en-GB,en-AU,en-IE,en-NZ	monopolize	monopolise
en-GB,en-AU,en-IE,en-NZ	monopolized	monopolised
en-GB,en-AU,en-IE,en-NZ	monopolizes	monopolises
en-GB,en-AU,en-IE,en-NZ	monopolizing	monopolising
en-GB,en-AU,en-IE,en-NZ	moralize	moralise
en-GB,en-AU,en-IE,en-NZ	moralized	moralised
en-GB,en-AU,en-IE,en-NZ	moralizes	moralises
en-GB,en-AU,en-IE,en-NZ	moralizing	moralising
en-GB,en-AU,en-IE,en-NZ	motorized	motorised
en-GB,en-AU,en-IE,en-NZ	multi story	multi storey
en-GB,en-AU,en-IE,en-NZ,en-CA	multicolored	multicoloured
en-GB,en-AU,en-IE,en-NZ	mustache	moustache
en-GB,en-AU,en-IE,en-NZ	mustached	moustached
en-GB,en-AU,en-IE,en-NZ	mustaches	moustaches
en-GB,en-AU,en-IE,en-NZ	mustachioed	moustachioed
en-GB,en-AU,en-IE,en-NZ	nationalization	nationalisation
en-GB,en-AU,en-IE,en-NZ	nationalizations	nationalisations
en-GB,en-AU,en-IE,en-NZ	nationalize	nationalise
en-GB,en-AU,en-IE,en-NZ	nationalized	nationalised
en-GB,en-AU,en-IE,en-NZ	nationalizes	nationalises
en-GB,en-AU,en-IE,en-NZ	nationalizing	nationalising
en-GB,en-AU,en-IE,en-NZ	naturalization	naturalisation
en-GB,en-AU,en-IE,en-NZ	naturalize	naturalise
en-GB,en-AU,en-IE,en-NZ	naturalized	naturalised
en-GB,en-AU,en-IE,en-NZ	naturalizes	naturalises
en-GB,en-AU,en-IE,en-NZ	naturalizing	naturalising
en-GB,en-AU,en-IE,en-NZ	neighbor	neighbour
en-GB,en-AU,en-IE,en-NZ	neighborhood	neighbourhood
en-GB,en-AU,en-IE,en-NZ	neighborhoods	neighbourhoods
en-GB,en-AU,en-IE,en-NZ	neighboring	neighbouring
en-GB,en-AU,en-IE,en-NZ	neighborliness	neighbourliness
en-GB,en-AU,en-IE,en-NZ	neighborly	neighbourly
en-GB,en-AU,en-IE,en-NZ	neighbors	neighbours
en-GB,en-AU,en-IE,en-NZ	neutralization	neutralisation
en-GB,en-AU,en-IE,en-NZ	neutralize	neutralise
en-GB,en-AU,en-IE,en-NZ	neutralized	neutralised
en-GB,en-AU,en-IE,en-NZ	neutralizes	neutralises
en-GB,en-AU,en-IE,en-NZ	neutralizing	neutralising
en-GB,en-AU,en-IE,en-NZ	nine story	nine storey
en-GB,en-AU,en-IE,en-NZ	normalization	normalisation
en-GB,en-AU,en-IE,en-NZ	normalize	normalise
en-GB,en-AU,en-IE,en-NZ	normalized	normalised
en-GB,en-AU,en-IE,en-NZ	normalizes	normalises
en-GB,en-AU,en-IE,en-NZ	normalizing	normalising
en-GB,en-AU,en-IE,en-NZ	odor	odour
en-GB,en-AU,en-IE,en-NZ	odorless	odourless
en-GB,en-AU,en-IE,en-NZ	odors	odours
en-GB,en-AU,en-IE,en-NZ,en-CA	offense	offence
en-GB,en-AU,en-IE,en-NZ,en-CA	offenses	offences
en-GB,en-AU,en-IE,en-NZ	omelet	omelette
en-GB,en-AU,en-IE,en-NZ	omelets	omelettes
en-GB,en-AU,en-IE,en-NZ	optimize	optimise
en-GB,en-AU,en-IE,en-NZ	optimized	optimised
en-GB,en-AU,en-IE,en-NZ	optimizes	optimises
en-GB,en-AU,en-IE,en-NZ	optimizing	optimising
en-GB,en-AU,en-IE,en-NZ	organization	organisation
en-GB,en-AU,en-IE,en-NZ	organizational	organisational
en-GB,en-AU,en-IE,en-NZ	organizations	organisations
en-GB,en-AU,en-IE,en-NZ	organize	organise
en-GB,en-AU,en-IE,en-NZ	organized	organised
en-GB,en-AU,en-IE,en-NZ	organizer	organiser
en-GB,en-AU,en-IE,en-NZ	organizers	organisers
en-GB,en-AU,en-IE,en-NZ	organizes	organises
en-GB,en-AU,en-IE,en-NZ	organizing	organising
en-GB,en-AU,en-IE,en-NZ	orthopedic	orthopaedic
en-GB,en-AU,en-IE,en-NZ	orthopedics	orthopaedics
en-GB,en-AU,en-IE,en-NZ	ostracize	ostracise
en-GB,en-AU,en-IE,en-NZ	ostracized	ostracised
en-GB,en-AU,en-IE,en-NZ	ostracizes	ostracises
en-GB,en-AU,en-IE,en-NZ	ostracizing	ostracising
en-GB,en-AU,en-IE,en-NZ	outmaneuver	outmanoeuvre
en-GB,en-AU,en-IE,en-NZ	outmaneuvered	outmanoeuvred
en-GB,en-AU,en-IE,en-NZ	outmaneuvering	outmanoeuvring
en-GB,en-AU,en-IE,en-NZ	outmaneuvers	outmanoeuvres
en-GB,en-AU,en-IE,en-NZ	overemphasize	overemphasise
en-GB,en-AU,en-IE,en-NZ	overemphasized	overemphasised
en-GB,en-AU,en-IE,en-NZ	overemphasizes	overemphasises
en-GB,en-AU,en-IE,en-NZ	overemphasizing	overemphasising
en-GB,en-AU,en-IE,en-NZ	oxidization	oxidisation
en-GB,en-AU,en-IE,en-NZ	oxidize	oxidise
en-GB,en-AU,en-IE,en-NZ	oxidized	oxidised
en-GB,en-AU,en-IE,en-NZ	oxidizes	oxidises
en-GB,en-AU,en-IE,en-NZ	oxidizing	oxidising
en-GB,en-AU,en-IE,en-NZ	pajama	pyjama
en-GB,en-AU,en-IE,en-NZ	pajamas	pyjamas
en-GB,en-AU,en-IE,en-NZ	paleolithic	palaeolithic
en-GB,en-AU,en-IE,en-NZ	paleontologist	palaeontologist
en-GB,en-AU,en-IE,en-NZ	paleontologists	palaeontologists
en-GB,en-AU,en-IE,en-NZ	paleontology	palaeontology
en-GB,en-AU,en-IE,en-NZ	paneled	panelled
en-GB,en-AU,en-IE,en-NZ	paneling	panelling
en-GB,en-AU,en-IE,en-NZ	panelist	panellist
en-GB,en-AU,en-IE,en-NZ	panelists	panellists
en-GB,en-AU,en-IE,en-NZ	paralyze	paralyse
en-GB,en-AU,en-IE,en-NZ	paralyzed	paralysed
en-GB,en-AU,en-IE,en-NZ	paralyzes	paralyses
en-GB,en-AU,en-IE,en-NZ	paralyzing	paralysing
en-GB,en-AU,en-IE,en-NZ	parceled	parcelled
en-GB,en-AU,en-IE,en-NZ	parceling	parcelling
en-GB,en-AU,en-IE,en-NZ	parlor	parlour
en-GB,en-AU,en-IE,en-NZ	parlors	parlours
en-GB,en-AU,en-IE,en-NZ	particularize	particularise
en-GB,en-AU,en-IE,en-NZ	particularized	particularised
en-GB,en-AU,en-IE,en-NZ	particularizes	particularises
en-GB,en-AU,en-IE,en-NZ	particularizing	particularising
en-GB,en-AU,en-IE,en-NZ	passivization	passivisation
en-GB,en-AU,en-IE,en-NZ	passivize	passivise
en-GB,en-AU,en-IE,en-NZ	passivized	passivised
en-GB,en-AU,en-IE,en-NZ	passivizes	passivises
en-GB,en-AU,en-IE,en-NZ	passivizing	passivising
en-GB,en-AU,en-IE,en-NZ	pasteurization	pasteurisation
en-GB,en-AU,en-IE,en-NZ	pasteurize	pasteurise
en-GB,en-AU,en-IE,en-NZ	pasteurized	pasteurised
en-GB,en-AU,en-IE,en-NZ	pasteurizes	pasteurises
en-GB,en-AU,en-IE,en-NZ	pasteurizing	pasteurising
en-GB,en-AU,en-IE,en-NZ	patronize	patronise
en-GB,en-AU,en-IE,en-NZ	patronized	patronised
en-GB,en-AU,en-IE,en-NZ	patronizes	patronises
en-GB,en-AU,en-IE,en-NZ	patronizing	patronising
en-GB,en-AU,en-IE,en-NZ	patronizingly	patronisingly
en-GB,en-AU,en-IE,en-NZ	pedaled	pedalled
en-GB,en-AU,en-IE,en-NZ	pedaling	pedalling
en-GB,en-AU,en-IE,en-NZ	pederast	paederast
en-GB,en-AU,en-IE,en-NZ	pederasts	paederasts
en-GB,en-AU,en-IE,en-NZ	pedestrianization	pedestrianisation
en-GB,en-AU,en-IE,en-NZ	pedestrianize	pedestrianise
en-GB,en-AU,en-IE,en-NZ	pedestrianized	pedestrianised
en-GB,en-AU,en-IE,en-NZ	pedestrianizes	pedestrianises
en-GB,en-AU,en-IE,en-NZ	pedestrianizing	pedestrianising
en-GB,en-AU,en-IE,en-NZ	pediatric	paediatric
en-GB,en-AU,en-IE,en-NZ	pediatrician	paediatrician
en-GB,en-AU,en-IE,en-NZ	pediatricians	paediatricians
en-GB,en-AU,en-IE,en-NZ	pediatrics	paediatrics
en-GB,en-AU,en-IE,en-NZ	pedophile	paedophile
en-GB,en-AU,en-IE,en-NZ	pedophiles	paedophiles
en-GB,en-AU,en-IE,en-NZ	pedophilia	paedophilia
en-GB,en-AU,en-IE,en-NZ	penalize	penalise
en-GB,en-AU,en-IE,en-NZ	penalized	penalised
en-GB,en-AU,en-IE,en-NZ	penalizes	penalises
en-GB,en-AU,en-IE,en-NZ	penalizing	penalising
en-GB,en-AU,en-IE,en-NZ	penciled	pencilled
en-GB,en-AU,en-IE,en-NZ	penciling	pencilling
en-GB,en-AU,en-IE,en-NZ	personalize	personalise
en-GB,en-AU,en-IE,en-NZ	personalized	personalised
en-GB,en-AU,en-IE,en-NZ	personalizes	personalises
en-GB,en-AU,en-IE,en-NZ	personalizing	personalising
en-GB,en-AU,en-IE,en-NZ	pharmacopeia	pharmacopoeia
en-GB,en-AU,en-IE,en-NZ	pharmacopeias	pharmacopoeias
en-GB,en-AU,en-IE,en-NZ	philosophize	philosophise
en-GB,en-AU,en-IE,en-NZ	philosophized	philosophised
en-GB,en-AU,en-IE,en-NZ	philosophizes	philosophises
en-GB,en-AU,en-IE,en-NZ	philosophizing	philosophising
en-GB,en-AU,en-IE,en-NZ	phony	phoney
en-GB,en-AU,en-IE,en-NZ	pizzazz	pzazz
en-GB,en-AU,en-IE,en-NZ	plagiarize	plagiarise
en-GB,en-AU,en-IE,en-NZ	plagiarized	plagiarised
en-GB,en-AU,en-IE,en-NZ	plagiarizes	plagiarises
en-GB,en-AU,en-IE,en-NZ	plagiarizing	plagiarising
en-GB,en-AU,en-IE,en-NZ	plow	plough
en-GB,en-AU,en-IE,en-NZ	plowed	ploughed
en-GB,en-AU,en-IE,en-NZ	plowing	ploughing
en-GB,en-AU,en-IE,en-NZ	plowman	ploughman
en-GB,en-AU,en-IE,en-NZ	plowmen	ploughmen
en-GB,en-AU,en-IE,en-NZ	plows	ploughs
en-GB,en-AU,en-IE,en-NZ	plowshare	ploughshare
en-GB,en-AU,en-IE,en-NZ	plowshares	ploughshares
en-GB,en-AU,en-IE,en-NZ	polarization	polarisation
en-GB,en-AU,en-IE,en-NZ	polarize	polarise
en-GB,en-AU,en-IE,en-NZ	polarized	polarised
en-GB,en-AU,en-IE,en-NZ	polarizes	polarises
en-GB,en-AU,en-IE,en-NZ	polarizing	polarising
en-GB,en-AU,en-IE,en-NZ	politicization	politicisation
en-GB,en-AU,en-IE,en-NZ	politicize	politicise
en-GB,en-AU,en-IE,en-NZ	politicized	politicised
en-GB,en-AU,en-IE,en-NZ	politicizes	politicises
en-GB,en-AU,en-IE,en-NZ	politicizing	politicising
en-GB,en-AU,en-IE,en-NZ	popularization	popularisation
en-GB,en-AU,en-IE,en-NZ	popularize	popularise
en-GB,en-AU,en-IE,en-NZ	popularized	popularised
en-GB,en-AU,en-IE,en-NZ	popularizes	popularises
en-GB,en-AU,en-IE,en-NZ	popularizing	popularising
en-GB,en-AU,en-IE,en-NZ	pouf	pouffe
en-GB,en-AU,en-IE,en-NZ	poufs	pouffes
en-GB,en-AU,en-IE,en-NZ	practice	practise
en-GB,en-AU,en-IE,en-NZ	practiced	practised
en-GB,en-AU,en-IE,en-NZ	practices	practises
en-GB,en-AU,en-IE,en-NZ	practicing	practising
en-GB,en-AU,en-IE,en-NZ	presidium	praesidium
en-GB,en-AU,en-IE,en-NZ	presidiums	praesidiums
en-GB,en-AU,en-IE,en-NZ	pressurization	pressurisation
en-GB,en-AU,en-IE,en-NZ	pressurize	pressurise
en-GB,en-AU,en-IE,en-NZ	pressurized	pressurised
en-GB,en-AU,en-IE,en-NZ	pressurizes	pressurises
en-GB,en-AU,en-IE,en-NZ	pressurizing	pressurising
en-GB,en-AU,en-IE,en-NZ	pretense	pretence
en-GB,en-AU,en-IE,en-NZ	pretenses	pretences
en-GB,en-AU,en-IE,en-NZ	primeval	primaeval
en-GB,en-AU,en-IE,en-NZ	prioritization	prioritisation
en-GB,en-AU,en-IE,en-NZ	prioritize	prioritise
en-GB,en-AU,en-IE,en-NZ	prioritized	prioritised
en-GB,en-AU,en-IE,en-NZ	prioritizes	prioritises
en-GB,en-AU,en-IE,en-NZ	prioritizing	prioritising
en-GB,en-AU,en-IE,en-NZ	privatization	privatisation
en-GB,en-AU,en-IE,en-NZ	privatizations	privatisations
en-GB,en-AU,en-IE,en-NZ	privatize	privatise
en-GB,en-AU,en-IE,en-NZ	privatized	privatised
en-GB,en-AU,en-IE,en-NZ	privatizes	privatises
en-GB,en-AU,en-IE,en-NZ	privatizing	privatising
en-GB,en-AU,en-IE,en-NZ	professionalization	professionalisation
en-GB,en-AU,en-IE,en-NZ	professionalize	professionalise
en-GB,en-AU,en-IE,en-NZ	professionalized	professionalised
en-GB,en-AU,en-IE,en-NZ	professionalizes	professionalises
en-GB,en-AU,en-IE,en-NZ	professionalizing	professionalising
en-GB,en-AU,en-IE,en-NZ	program	programme
en-GB,en-AU,en-IE,en-NZ	programs	programmes
en-GB,en-AU,en-IE,en-NZ	prolog	prologue
en-GB,en-AU,en-IE,en-NZ	prologs	prologues
en-GB,en-AU,en-IE,en-NZ	propagandize	propagandise
en-GB,en-AU,en-IE,en-NZ	propagandized	propagandised
en-GB,en-AU,en-IE,en-NZ	propagandizes	propagandises
en-GB,en-AU,en-IE,en-NZ	propagandizing	propagandising
en-GB,en-AU,en-IE,en-NZ	proselytize	proselytise
en-GB,en-AU,en-IE,en-NZ	proselytized	proselytised
en-GB,en-AU,en-IE,en-NZ	proselytizer	proselytiser
en-GB,en-AU,en-IE,en-NZ	proselytizers	proselytisers
en-GB,en-AU,en-IE,en-NZ	proselytizes	proselytises
en-GB,en-AU,en-IE,en-NZ	proselytizing	proselytising
en-GB,en-AU,en-IE,en-NZ	psychoanalyze	psychoanalyse
en-GB,en-AU,en-IE,en-NZ	psychoanalyzed	psychoanalysed
en-GB,en-AU,en-IE,en-NZ	psychoanalyzes	psychoanalyses
en-GB,en-AU,en-IE,en-NZ	psychoanalyzing	psychoanalysing
en-GB,en-AU,en-IE,en-NZ	publicize	publicise
en-GB,en-AU,en-IE,en-NZ	publicized	publicised
en-GB,en-AU,en-IE,en-NZ	publicizes	publicises
en-GB,en-AU,en-IE,en-NZ	publicizing	publicising
en-GB,en-AU,en-IE,en-NZ	pulverization	pulverisation
en-GB,en-AU,en-IE,en-NZ	pulverize	pulverise
en-GB,en-AU,en-IE,en-NZ	pulverized	pulverised
en-GB,en-AU,en-IE,en-NZ	pulverizes	pulverises
en-GB,en-AU,en-IE,en-NZ	pulverizing	pulverising
en-GB,en-AU,en-IE,en-NZ	pummel	pummelled
en-GB,en-AU,en-IE,en-NZ	pummeled	pummelling
en-GB,en-AU,en-IE,en-NZ	quarreled	quarrelled
en-GB,en-AU,en-IE,en-NZ	quarreling	quarrelling
en-GB,en-AU,en-IE,en-NZ	radicalize	radicalise
en-GB,en-AU,en-IE,en-NZ	radicalized	radicalised
en-GB,en-AU,en-IE,en-NZ	radicalizes	radicalises
en-GB,en-AU,en-IE,en-NZ	radicalizing	radicalising
en-GB,en-AU,en-IE,en-NZ	rancor	rancour
en-GB,en-AU,en-IE,en-NZ	randomize	randomise
en-GB,en-AU,en-IE,en-NZ	randomized	randomised
en-GB,en-AU,en-IE,en-NZ	randomizes	randomises
en-GB,en-AU,en-IE,en-NZ	randomizing	randomising
en-GB,en-AU,en-IE,en-NZ	rationalization	rationalisation
en-GB,en-AU,en-IE,en-NZ	rationalizations	rationalisations
en-GB,en-AU,en-IE,en-NZ	rationalize	rationalise
en-GB,en-AU,en-IE,en-NZ	rationalized	rationalised
en-GB,en-AU,en-IE,en-NZ	rationalizes	rationalises
en-GB,en-AU,en-IE,en-NZ	rationalizing	rationalising
en-GB,en-AU,en-IE,en-NZ	raveled	ravelled
en-GB,en-AU,en-IE,en-NZ	raveling	ravelling
en-GB,en-AU,en-IE,en-NZ	realizable	realisable
en-GB,en-AU,en-IE,en-NZ	realization	realisation
en-GB,en-AU,en-IE,en-NZ	realizations	realisations
en-GB,en-AU,en-IE,en-NZ	realize	realise
en-GB,en-AU,en-IE,en-NZ	realized	realised
en-GB,en-AU,en-IE,en-NZ	realizes	realises
en-GB,en-AU,en-IE,en-NZ	realizing	realising
en-GB,en-AU,en-IE,en-NZ	recognizable	recognisable
en-GB,en-AU,en-IE,en-NZ	recognizably	recognisably
en-GB,en-AU,en-IE,en-NZ	recognizance	recognisance
en-GB,en-AU,en-IE,en-NZ	recognize	recognise
en-GB,en-AU,en-IE,en-NZ	recognized	recognised
en-GB,en-AU,en-IE,en-NZ	recognizes	recognises
en-GB,en-AU,en-IE,en-NZ	recognizing	recognising
en-GB,en-AU,en-IE,en-NZ	reconnoiter	reconnoitre
en-GB,en-AU,en-IE,en-NZ	reconnoitered	reconnoitred
en-GB,en-AU,en-IE,en-NZ	reconnoitering	reconnoitring
en-GB,en-AU,en-IE,en-NZ	reconnoiters	reconnoitres
en-GB,en-AU,en-IE,en-NZ	refueled	refuelled
en-GB,en-AU,en-IE,en-NZ	refueling	refuelling
en-GB,en-AU,en-IE,en-NZ	regularization	regularisation
en-GB,en-AU,en-IE,en-NZ	regularize	regularise
en-GB,en-AU,en-IE,en-NZ	regularized	regularised
en-GB,en-AU,en-IE,en-NZ	regularizes	regularises
en-GB,en-AU,en-IE,en-NZ	regularizing	regularising
en-GB,en-AU,en-IE,en-NZ	remodeled	remodelled
en-GB,en-AU,en-IE,en-NZ	remodeling	remodelling
en-GB,en-AU,en-IE,en-NZ	remold	remould
en-GB,en-AU,en-IE,en-NZ	remolded	remoulded
en-GB,en-AU,en-IE,en-NZ	remolding	remoulding
en-GB,en-AU,en-IE,en-NZ	remolds	remoulds
en-GB,en-AU,en-IE,en-NZ	reorganization	reorganisation
en-GB,en-AU,en-IE,en-NZ	reorganizations	reorganisations
en-GB,en-AU,en-IE,en-NZ	reorganize	reorganise
en-GB,en-AU,en-IE,en-NZ	reorganized	reorganised
en-GB,en-AU,en-IE,en-NZ	reorganizes	reorganises
en-GB,en-AU,en-IE,en-NZ	reorganizing	reorganising
en-GB,en-AU,en-IE,en-NZ	reveled	revelled
en-GB,en-AU,en-IE,en-NZ	reveler	reveller
en-GB,en-AU,en-IE,en-NZ	revelers	revellers
en-GB,en-AU,en-IE,en-NZ	reveling	revelling
en-GB,en-AU,en-IE,en-NZ	revitalize	revitalise
en-GB,en-AU,en-IE,en-NZ	revitalized	revitalised
en-GB,en-AU,en-IE,en-NZ	revitalizes	revitalises
en-GB,en-AU,en-IE,en-NZ	revitalizing	revitalising
en-GB,en-AU,en-IE,en-NZ	revolutionize	revolutionise
en-GB,en-AU,en-IE,en-NZ	revolutionized	revolutionised
en-GB,en-AU,en-IE,en-NZ	revolutionizes	revolutionises
en-GB,en-AU,en-IE,en-NZ	revolutionizing	revolutionising
en-GB,en-AU,en-IE,en-NZ	rhapsodize	rhapsodise
en-GB,en-AU,en-IE,en-NZ	rhapsodized	rhapsodised
en-GB,en-AU,en-IE,en-NZ	rhapsodizes	rhapsodises
en-GB,en-AU,en-IE,en-NZ	rhapsodizing	rhapsodising
en-GB,en-AU,en-IE,en-NZ	rigor	rigour
en-GB,en-AU,en-IE,en-NZ	rigors	rigours
en-GB,en-AU,en-IE,en-NZ	ritualized	ritualised
en-GB,en-AU,en-IE,en-NZ	rivaled	rivalled
en-GB,en-AU,en-IE,en-NZ	rivaling	rivalling
en-GB,en-AU,en-IE,en-NZ	romanticize	romanticise
en-GB,en-AU,en-IE,en-NZ	romanticized	romanticised
en-GB,en-AU,en-IE,en-NZ	romanticizes	romanticises
en-GB,en-AU,en-IE,en-NZ	romanticizing	romanticising
en-GB,en-AU,en-IE,en-NZ	rumor	rumour
en-GB,en-AU,en-IE,en-NZ	rumored	rumoured
en-GB,en-AU,en-IE,en-NZ	rumors	rumours
en-GB,en-AU,en-IE,en-NZ	saber	sabre
en-GB,en-AU,en-IE,en-NZ	sabers	sabres
en-GB,en-AU,en-IE,en-NZ	saltpeter	saltpetre
en-GB,en-AU,en-IE,en-NZ	sanitize	sanitise
en-GB,en-AU,en-IE,en-NZ	sanitized	sanitised
en-GB,en-AU,en-IE,en-NZ	sanitizes	sanitises
en-GB,en-AU,en-IE,en-NZ	sanitizing	sanitising
en-GB,en-AU,en-IE,en-NZ	satirize	satirise
en-GB,en-AU,en-IE,en-NZ	satirized	satirised
en-GB,en-AU,en-IE,en-NZ	satirizes	satirises
en-GB,en-AU,en-IE,en-NZ	satirizing	satirising
en-GB,en-AU,en-IE,en-NZ	savior	saviour
en-GB,en-AU,en-IE,en-NZ	saviors	saviours
en-GB,en-AU,en-IE,en-NZ	savor	savour
en-GB,en-AU,en-IE,en-NZ	savored	savoured
en-GB,en-AU,en-IE,en-NZ	savories	savouries
en-GB,en-AU,en-IE,en-NZ	savoring	savouring
en-GB,en-AU,en-IE,en-NZ	savors	savours
en-GB,en-AU,en-IE,en-NZ	savory	savoury
en-GB,en-AU,en-IE,en-NZ	scandalize	scandalise
en-GB,en-AU,en-IE,en-NZ	scandalized	scandalised
en-GB,en-AU,en-IE,en-NZ	scandalizes	scandalises
en-GB,en-AU,en-IE,en-NZ	scandalizing	scandalising
en-GB,en-AU,en-IE,en-NZ	scepter	sceptre
en-GB,en-AU,en-IE,en-NZ	scepters	sceptres
en-GB,en-AU,en-IE,en-NZ	scrutinize	scrutinise
en-GB,en-AU,en-IE,en-NZ	scrutinized	scrutinised
en-GB,en-AU,en-IE,en-NZ	scrutinizes	scrutinises
en-GB,en-AU,en-IE,en-NZ	scrutinizing	scrutinising
en-GB,en-AU,en-IE,en-NZ	secularization	secularisation
en-GB,en-AU,en-IE,en-NZ	secularize	secularise
en-GB,en-AU,en-IE,en-NZ	secularized	secularised
en-GB,en-AU,en-IE,en-NZ	secularizes	secularises
en-GB,en-AU,en-IE,en-NZ	secularizing	secularising
en-GB,en-AU,en-IE,en-NZ	sensationalize	sensationalise
en-GB,en-AU,en-IE,en-NZ	sensationalized	sensationalised
en-GB,en-AU,en-IE,en-NZ	sensationalizes	sensationalises
en-GB,en-AU,en-IE,en-NZ	sensationalizing	sensationalising
en-GB,en-AU,en-IE,en-NZ	sensitize	sensitise
en-GB,en-AU,en-IE,en-NZ	sensitized	sensitised
en-GB,en-AU,en-IE,en-NZ	sensitizes	sensitises
en-GB,en-AU,en-IE,en-NZ	sensitizing	sensitising
en-GB,en-AU,en-IE,en-NZ	sentimentalize	sentimentalise
en-GB,en-AU,en-IE,en-NZ	sentimentalized	sentimentalised
en-GB,en-AU,en-IE,en-NZ	sentimentalizes	sentimentalises
en-GB,en-AU,en-IE,en-NZ	sentimentalizing	sentimentalising
en-GB,en-AU,en-IE,en-NZ	sepulcher	sepulchre
en-GB,en-AU,en-IE,en-NZ	sepulchers	sepulchres
en-GB,en-AU,en-IE,en-NZ	serialization	serialisation
en-GB,en-AU,en-IE,en-NZ	serializations	serialisations
en-GB,en-AU,en-IE,en-NZ	serialize	serialise
en-GB,en-AU,en-IE,en-NZ	serialized	serialised
en-GB,en-AU,en-IE,en-NZ	serializes	serialises
en-GB,en-AU,en-IE,en-NZ	serializing	serialising
en-GB,en-AU,en-IE,en-NZ	sermonize	sermonise
en-GB,en-AU,en-IE,en-NZ	sermonized	sermonised
en-GB,en-AU,en-IE,en-NZ	sermonizes	sermonises
en-GB,en-AU,en-IE,en-NZ	sermonizing	sermonising
en-GB,en-AU,en-IE,en-NZ	seven story	seven storey
en-GB,en-AU,en-IE,en-NZ	sheik	sheikh
en-GB,en-AU,en-IE,en-NZ	shoveled	shovelled
en-GB,en-AU,en-IE,en-NZ	shoveling	shovelling
en-GB,en-AU,en-IE,en-NZ	shriveled	shrivelled
en-GB,en-AU,en-IE,en-NZ	shriveling	shrivelling
en-GB,en-AU,en-IE,en-NZ	signaled	signalled
en-GB,en-AU,en-IE,en-NZ	signaling	signalling
en-GB,en-AU,en-IE,en-NZ	signalize	signalise
en-GB,en-AU,en-IE,en-NZ	signalized	signalised
en-GB,en-AU,en-IE,en-NZ	signalizes	signalises
en-GB,en-AU,en-IE,en-NZ	signalizing	signalising
en-GB,en-AU,en-IE,en-NZ	siphon	syphon
en-GB,en-AU,en-IE,en-NZ	siphoned	syphoned
en-GB,en-AU,en-IE,en-NZ	siphoning	syphoning
en-GB,en-AU,en-IE,en-NZ	siphons	syphons
en-GB,en-AU,en-IE,en-NZ	six story	six storey
en-GB,en-AU,en-IE,en-NZ	skeptic	sceptic
en-GB,en-AU,en-IE,en-NZ	skeptical	sceptical
en-GB,en-AU,en-IE,en-NZ	skeptically	sceptically
en-GB,en-AU,en-IE,en-NZ	skepticism	scepticism
en-GB,en-AU,en-IE,en-NZ	skeptics	sceptics
en-GB,en-AU,en-IE,en-NZ	smolder	smoulder
en-GB,en-AU,en-IE,en-NZ	smoldered	smouldered
en-GB,en-AU,en-IE,en-NZ	smoldering	smouldering
en-GB,en-AU,en-IE,en-NZ	smolders	smoulders
en-GB,en-AU,en-IE,en-NZ	sniveled	snivelled
en-GB,en-AU,en-IE,en-NZ	sniveling	snivelling
en-GB,en-AU,en-IE,en-NZ	snorkeled	snorkelled
en-GB,en-AU,en-IE,en-NZ	snorkeling	snorkelling
en-GB,en-AU,en-IE,en-NZ	snowplow	snowplough
en-GB,en-AU,en-IE,en-NZ	snowplows	snowploughs
en-GB,en-AU,en-IE,en-NZ	socialization	socialisation
en-GB,en-AU,en-IE,en-NZ	socialize	socialise
en-GB,en-AU,en-IE,en-NZ	socialized	socialised
en-GB,en-AU,en-IE,en-NZ	socializes	socialises
en-GB,en-AU,en-IE,en-NZ	socializing	socialising
en-GB,en-AU,en-IE,en-NZ	sodomize	sodomise
en-GB,en-AU,en-IE,en-NZ	sodomized	sodomised
en-GB,en-AU,en-IE,en-NZ	sodomizes	sodomises
en-GB,en-AU,en-IE,en-NZ	sodomizing	sodomising
en-GB,en-AU,en-IE,en-NZ	solemnize	solemnise
en-GB,en-AU,en-IE,en-NZ	solemnized	solemnised
en-GB,en-AU,en-IE,en-NZ	solemnizes	solemnises
en-GB,en-AU,en-IE,en-NZ	solemnizing	solemnising
en-GB,en-AU,en-IE,en-NZ	somber	sombre
en-GB,en-AU,en-IE,en-NZ	specialization	specialisation
en-GB,en-AU,en-IE,en-NZ	specializations	specialisations
en-GB,en-AU,en-IE,en-NZ	specialize	specialise
en-GB,en-AU,en-IE,en-NZ	specialized	specialised
